nohup: ignoring input
iteration=0 	 commit=0eed845ce2d76a1f2d8882cb32e1d36c30236d5e 	 equal=0 	 total=0 	 percentage=0.0
iteration=1 	 commit=1abcd1e858ea4b1e924bdd8141d55b889cc2fbc2 	 equal=12 	 total=12 	 percentage=100.0
iteration=2 	 commit=a205860404f219e4c07424ebe49b817bcaa6d488 	 equal=24 	 total=24 	 percentage=100.0
iteration=3 	 commit=52e6c77ebc25590ac894ce67d83a02da07c6f01f 	 equal=36 	 total=36 	 percentage=100.0
iteration=4 	 commit=f9bfdc3aa979eb32d4b8341999473f2ad202d889 	 equal=36 	 total=48 	 percentage=75.0
iteration=5 	 commit=8af25d0a3bb9390ed29838843b410c18b3b723a2 	 equal=36 	 total=60 	 percentage=60.0
iteration=6 	 commit=38fc02a7084438e384e152effa84d4bf085783c9 	 equal=48 	 total=72 	 percentage=66.66666666666666
iteration=7 	 commit=e23206ae5604a0498c2127a71ae302c477b3a563 	 equal=60 	 total=84 	 percentage=71.42857142857143
iteration=8 	 commit=98dc656e5f491cc29a61892d152c9779527da6f8 	 equal=72 	 total=96 	 percentage=75.0
iteration=9 	 commit=a515c8256e22eb8427a43ea4f709794ce2c36414 	 equal=84 	 total=108 	 percentage=77.77777777777779
iteration=10 	 commit=fd6d0c5ac4bc685b4021824fa56fcec245f08884 	 equal=96 	 total=120 	 percentage=80.0
iteration=11 	 commit=d84c368b60f1bfc896569d64246d08b5d6b6e600 	 equal=108 	 total=132 	 percentage=81.81818181818183
iteration=12 	 commit=c3932c34cde5a152baeecd24d2395b4ad205a6d8 	 equal=120 	 total=144 	 percentage=83.33333333333334
iteration=13 	 commit=218e9969fd90ded078a1a558c110cd14e2272a35 	 equal=132 	 total=156 	 percentage=84.61538461538461
iteration=14 	 commit=afb254d02b20e877230367c0799ab27505b585f4 	 equal=144 	 total=168 	 percentage=85.71428571428571
iteration=15 	 commit=079f8d36ff6c5720a2dcbb8cbf996f05005fffb5 	 equal=156 	 total=180 	 percentage=86.66666666666667
iteration=16 	 commit=3c121b986c51887c4f6ff662f36b1338fcf53e2a 	 equal=168 	 total=192 	 percentage=87.5
iteration=17 	 commit=a6f8e131f40bbca55867af7d1504a58acd4c3b3d 	 equal=180 	 total=204 	 percentage=88.23529411764706
iteration=18 	 commit=62636db634a3239223fa2d3608702bb5aea5c703 	 equal=180 	 total=216 	 percentage=83.33333333333334
iteration=19 	 commit=ab9d67efa4c2a4ee6787430a447de675cb78c8e2 	 equal=192 	 total=228 	 percentage=84.21052631578947
iteration=20 	 commit=eefdb8e013fa9d0881566b41291c5725a77b332a 	 equal=192 	 total=240 	 percentage=80.0
iteration=21 	 commit=6882652e65d39310c98ba506ceb55a87c702d419 	 equal=192 	 total=252 	 percentage=76.19047619047619
iteration=22 	 commit=99325852207e3f8ae970799235de169b40eded75 	 equal=192 	 total=264 	 percentage=72.72727272727273
iteration=23 	 commit=d66ff761d209f1ab1ec931f74c15a69743e612da 	 equal=192 	 total=276 	 percentage=69.56521739130434
iteration=24 	 commit=5a5d90ffac78ac17e7a078a501bb33e1080c0935 	 equal=204 	 total=288 	 percentage=70.83333333333334
iteration=25 	 commit=f7d2427ac3404ce1ed555bf61885eeb0432b5789 	 equal=204 	 total=300 	 percentage=68.0
iteration=26 	 commit=a89835f7e0e4f8155f658af486b93956feaae61d 	 equal=216 	 total=312 	 percentage=69.23076923076923
iteration=27 	 commit=fa8ff9e4e8e0937eb04bf16d0159c3aedbd33547 	 equal=228 	 total=324 	 percentage=70.37037037037037
iteration=28 	 commit=6920055ec3ead883dfc6b00d650f6ef86f84aa17 	 equal=240 	 total=336 	 percentage=71.42857142857143
iteration=29 	 commit=43ba1573ce54777b77c1990973b50731062d45b7 	 equal=252 	 total=348 	 percentage=72.41379310344827
iteration=30 	 commit=987d7da3277423b580b66232985a21af38ae4f79 	 equal=264 	 total=360 	 percentage=73.33333333333333
iteration=31 	 commit=f763e1351446da952c54e0ea85ec26a436cf4815 	 equal=264 	 total=372 	 percentage=70.96774193548387
iteration=32 	 commit=1941684daf54da9de8cf1d2a9b1df471ecdcb1a1 	 equal=264 	 total=384 	 percentage=68.75
iteration=33 	 commit=599429e09a6ddae2d6de2e031bf82817f29f4af0 	 equal=276 	 total=396 	 percentage=69.6969696969697
iteration=34 	 commit=87e60f09aa8b253c38d457c3560680ba839a6cf2 	 equal=288 	 total=408 	 percentage=70.58823529411765
iteration=35 	 commit=97abae6a9d94c29314dc28f6d4d6a4171b9b0c38 	 equal=300 	 total=420 	 percentage=71.42857142857143
iteration=36 	 commit=b88a3b10167963e31145e2ba427eb6f55e77f9b8 	 equal=300 	 total=432 	 percentage=69.44444444444444
iteration=37 	 commit=cb37af461dd3cb20dc38fb3710dd010046a3047e 	 equal=312 	 total=444 	 percentage=70.27027027027027
iteration=38 	 commit=07b8c0a18658354356870e2d42da9875aa299d9b 	 equal=324 	 total=456 	 percentage=71.05263157894737
iteration=39 	 commit=42cf25fcb6ea3c9e5998a1c4f55eedaad53b346f 	 equal=336 	 total=468 	 percentage=71.7948717948718
iteration=40 	 commit=8b29badad16266ca520f8ca1232518df4eb896ff 	 equal=348 	 total=480 	 percentage=72.5
iteration=41 	 commit=4832560be3b2a709557497cd881f8c390ba7ec34 	 equal=360 	 total=492 	 percentage=73.17073170731707
iteration=42 	 commit=835dd706d3a916dacdb302905899a32638ed8adc 	 equal=369 	 total=504 	 percentage=73.21428571428571
iteration=43 	 commit=29b3fdad2b078f45f840f6e45b0fe483b77dbc6f 	 equal=381 	 total=516 	 percentage=73.83720930232558
iteration=44 	 commit=5d8ad7d385f1be0d2ef6fd3bfc91debdf3835c96 	 equal=390 	 total=528 	 percentage=73.86363636363636
iteration=45 	 commit=27fb7a0a27c2b35b8f385fa2a23588603c7a94a4 	 equal=402 	 total=540 	 percentage=74.44444444444444
iteration=46 	 commit=cd770738796c591f93b2db630bab57cd8d3d5796 	 equal=402 	 total=552 	 percentage=72.82608695652173
WARNING: Could not compile fuzz targets!
iteration=47 	 commit=793b05865a3892258522e875df6ba4dff2ceb817 	 equal=402 	 total=552 	 percentage=72.82608695652173
